year,event,gender,place,athlete_id,athlete_name,school,mark
2024,TJ,M,6,7979848,Praise Aniamaka,Purdue,16.30m
2024,TJ,M,7,8368601,Kyvon Tatham,Florida State,16.30m
2024,TJ,M,8,8363937,Sean Dixon-Bodie,Florida,16.28m
2024,SP,M,1,8341371,Tarik Robinson-O'Hagan,Ole Miss,20.88m
2024,SP,M,2,7727861,Jason Swarens,Wisconsin,20.38m
2024,SP,M,3,7729961,Dylan  Targgart,South Carolina,20.23m
2024,SP,M,4,7722255,Danny Bryant,BYU,20.02m
2024,SP,M,5,8713721,Courtney Lawrence,Clemson,19.92m
2024,SP,M,6,8634255,Alexander Kolesnikoff,Georgia,19.70m
2024,SP,M,7,7544543,Tyler Sudduth,Illinois,19.67m
2024,SP,M,8,7538541,Kevin Shubert,Nebraska,19.63m
2024,DT,M,1,7537623,Francois Prinsloo,South Alabama,54.62m
2024,DT,M,2,8699158,Racquil Broderick,USC,44.47m
2024,DT,M,3,7983335,Dimitrios Pavlidis,Kansas,42.68m
2024,DT,M,4,6992912,Mitchell Weber,Missouri,57.20m
2024,DT,M,5,8709971,Kai Chang,Florida,49.70m
2024,DT,M,6,7537576,Jacob  Lemmon,Virginia,78.56m
2024,DT,M,7,7039996,Milton Ingraham,Miami (Fla.),68.70m
2024,DT,M,8,7722603,Dallin Shurts,BYU,63.76m
2024,HT,M,1,8720932,Rowan  Hamilton,California,77.18m
2024,HT,M,2,7981311,Kenneth Ikeji,Harvard,77.12m
2024,HT,M,3,8676284,Angelos Mantzouranis,Minnesota,75.50m
2024,HT,M,4,8009990,Israel Oloyede,Grand Canyon,75.29m
2024,HT,M,5,7886978,Nikolaos Polychroniou,USC,74.18m
2024,HT,M,6,8699945,Trey Knight,CSUN,74.00m
2024,HT,M,7,8341371,Tarik Robinson-O'Hagan,Ole Miss,72.81m
2024,HT,M,8,8318487,Parker Feuerborn,SE Missouri,71.42m
2024,JT,M,1,8235191,Marc Minichello,Georgia,56.49m
2024,JT,M,2,8324562,Chandler Ault,Washington,79.31m
2024,JT,M,3,7655614,Devoux Deysel,Miami (Fla.),56.36m
2024,JT,M,4,7974488,Chinecherem Prosper  Nnamdi,Baylor,93.09m
2024,JT,M,5,8364008,Keyshawn Strachan,Auburn,80.20m
2024,JT,M,6,8369918,Remi Rougete,Miss State,65.32m
2024,JT,M,7,8321686,Mike Stein,Iowa,59.70m
2024,JT,M,8,7184209,Cameron Bates,BYU,61.28m
2024,200,W,1,6985778,McKenzie Long,Ole Miss,27.51
2024,200,W,2,8675923,JaMeesia Ford,South Carolina,26.72
2024,200,W,3,7722969,Jadyn Mays,Oregon,23.30
2024,200,W,4,7986734,Jayla Jamison,South Carolina,26.49
2024,200,W,5,8343530,Jassani Carter,USC,19.72
2024,200,W,6,8235201,Kaila Jackson,Georgia,21.32
2024,200,W,7,8368619,Dajaz Defrand,Florida State,23.86
2024,200,W,8,8714489,Tima Godbless,LSU,21.73
2024,400,W,1,7732209,Nickisha Pryce,Arkansas,48.41
2024,400,W,2,8677962,Kaylyn Brown,Arkansas,35.87
2024,400,W,3,7511452,Amber Anning,Arkansas,35.71
2024,400,W,4,7478918,Rosey Effiong,Arkansas,47.74
2024,400,W,5,7785853,Isabella  Whittaker,Penn,52.18
2024,400,W,6,8359937,Ella Onojuvwevwo,LSU,57.32
2024,400,W,7,7519684,Jan'Taijah Jones,USC,45.19
2024,400,W,8,7729115,Brianna White,Tennessee,1:02.98
2024,800,W,1,8239784,Juliette Whittaker,Stanford,1:59.61
2024,800,W,2,8239785,Roisin Willis,Stanford,2:00.17
2024,800,W,3,7481168,Gabija Galvydyte,Oklahoma State,2:00.23
2024,800,W,4,7930954,Michaela Rose,LSU,2:01.03
2024,800,W,5,8603131,Hayley Kitching,Penn State,2:01.05
2024,800,W,6,8364036,Sanu Jallow,Arkansas,2:01.07
2024,800,W,7,8234613,Aniya Mosley,Ohio State,2:01.23
2024,800,W,8,8321329,Lauren Tolbert,Duke,2:01.95
2024,1500,W,1,7919037,Maia Ramsden,Harvard,4:06.62
2024,1500,W,2,7889042,Kimberley May,Providence,4:08.07
2024,1500,W,3,8261269,Klaudia Kazimierska,Oregon,4:08.22
2024,1500,W,4,7982248,Melissa Riggins,Georgetown,4:08.74
2024,1500,W,5,7388961,Flomena Asekol,Florida,4:08.91
2024,1500,W,6,7687816,Shannon Flockhart,Providence,4:09.53
2024,1500,W,7,7402013,Lindsey Butler,Virginia Tech,4:09.85
2024,1500,W,8,7544494,Olivia Howell,Texas,4:10.05
2024,5000,W,1,7699859,Parker Valby,Florida,14:52.18
2024,5000,W,2,8247130,Hilda Olemomoi,Alabama,15:10.04
2024,5000,W,3,7003048,Bailey Hertenstein,Colorado,15:10.98
2024,5000,W,4,7897037,Margot Appleton,Virginia,15:24.24
2024,5000,W,5,8601479,Juliet Cherubet,Texas Tech,15:25.41
2024,5000,W,6,7389217,Taylor Roe,Oklahoma State,15:26.18
2024,5000,W,7,6907365,Ella Baran,Colorado,15:28.43
2024,5000,W,8,6882597,Sadie Sargent,BYU,15:30.63
2024,10k,W,1,7699859,Parker Valby,Florida,31:46.09
2024,10k,W,2,8247130,Hilda Olemomoi,Alabama,31:51.89
2024,10k,W,3,7389217,Taylor Roe,Oklahoma State,32:17.45
2024,10k,W,4,6911493,Molly Born,Oklahoma State,32:27.18
2024,10k,W,5,7893942,Chloe Scrimgeour,Georgetown,32:29.44
2024,10k,W,6,8278025,Jenna Hutchins,BYU,32:44.05
2024,10k,W,7,7891097,Sydney Thorvaldson,Arkansas,32:50.47
2024,10k,W,8,8242189,Grace Hartman,NC State,32:54.98
2024,100H,W,1,7533304,Grace Stark,Florida,12.47
2024,100H,W,2,8321889,Maribel Caicedo,Washington St.,12.56
2024,100H,W,3,7513080,Rayniah  Jones,UCF,12.59
2024,100H,W,4,7687405,Jasmine Jones,USC,12.64
2024,100H,W,5,7545644,Destiny Huven,Arkansas,12.85
2024,100H,W,6,8011545,Aasia Laurencin,Michigan,12.86
2024,100H,W,7,7736277,Micaela De Mello,Washington St.,12.92
2024,100H,W,8,7886983,Jalaysiya Smith,USC,12.96
2024,400H,W,1,7687405,Jasmine Jones,USC,1:08.04
2024,400H,W,2,8011524,Savannah Sutherland,Michigan,38.35
2024,400H,W,3,7731611,Rachel  Glenn,Arkansas,49.24
2024,400H,W,4,8647433,Akala Garrett,Texas,49.36
2024,400H,W,5,8475863,Sydni Townsend,Houston,42.91
2024,400H,W,6,7985917,Shana Grebo,Oregon,1:08.58
2024,400H,W,7,8341502,Gabrielle Matthews,Ole Miss,38.73
2024,400H,W,8,7494773,Abbey Glynn,Colorado,52.97
2024,3000S,W,1,8614328,Doris Lemngole,Alabama,12:01.82
2024,3000S,W,2,7404684,Olivia Markezich,Notre Dame,8:32.78
2024,3000S,W,3,7366920,Janette Schraft,Iowa State,9:57.82
2024,3000S,W,4,7686712,Greta Karinauskaite,CBU,12:10.97
2024,3000S,W,5,7374015,Laura  Taborda,Arkansas,11:07.78
2024,3000S,W,6,7389432,Elise Thorner,Florida,11:03.90
2024,3000S,W,7,7888162,Sophie Novak,Notre Dame,6:46.38
2024,3000S,W,8,8720351,Karrie  Baloga,Northern Arizona,11:09.56
2024,4x100,W,1,,,Ole Miss,33.88
2024,4x100,W,2,,,LSU,36.61
2024,4x100,W,3,,,South Carolina,39.22
2024,4x100,W,4,,,Arkansas,34.17
2024,4x100,W,5,,,Texas Tech,51.45
2024,4x100,W,6,,,Baylor,55.02
2024,4x100,W,7,,,Texas,45.65
2024,4x100,W,8,,,Oregon,40.96
2024,4x400,W,1,,,Arkansas,3:17.96
2024,4x400,W,2,,,Tennessee,3:23.32
2024,4x400,W,3,,,Texas,3:23.68
2024,4x400,W,4,,,Georgia,3:24.26
2024,4x400,W,5,,,Houston,3:24.73
2024,4x400,W,6,,,South Carolina,3:24.86
2024,4x400,W,7,,,Oregon,3:25.82
2024,4x400,W,8,,,Texas A&M,3:25.89
2024,HJ,W,3,8701620,Temitope Adeshina,Texas Tech,1.65m
2024,HJ,W,4,7729642,Lamara Distin,Texas A&M,1.36m
2024,PV,W,1,7980608,Chloe Timberg,Rutgers,3.91m
2024,PV,W,2,6984395,Riley Felts,Charlotte,3.87m
2024,PV,W,3,8676762,Hana Moll,Washington,4.19m
2024,PV,W,4,8324599,Nastassja Campbell,Washington,4.18m
2024,PV,W,7,8015605,Tori Thomas,Illinois,4.97m
2024,LJ,W,1,7958878,Ackelia Smith,Texas,6.79m
2024,LJ,W,2,7732041,Claire  Bryant,Florida,6.74m
2024,LJ,W,3,8324337,Alyssa Jones,Stanford,6.64m
2024,LJ,W,4,8679347,Anthaya Charlton,Florida,6.59m
2024,LJ,W,5,7533309,Alexis Brown,Baylor,6.51m
2024,LJ,W,6,7730386,Funminiyi Olajide,SMU,6.48m
2024,LJ,W,7,7978401,Velecia Williams,Nebraska,6.41m
2024,LJ,W,8,8700917,Ida Breigan,UTSA,6.40m
2024,TJ,W,1,7958878,Ackelia Smith,Texas,11.62m
2024,TJ,W,2,8014286,Darja Sopova,Illinois,16.25m
2024,TJ,W,3,8010632,Emilia Sjostrand,San Jose St.,13.45m
2024,TJ,W,4,8029262,Anne-Suzanna Fosther-Katta,Texas Tech,10.12m
2024,TJ,W,5,8235207,Mikeisha Welcome,Georgia,10.65m
2024,TJ,W,6,7687408,Temitope Ojora,USC,15.00m
2024,TJ,W,7,8014297,Eunice Ilunga Mbuyi,ULM,13.77m
2024,TJ,W,8,7730606,Ruta Lasmane,Texas Tech,10.94m
2024,SP,W,1,7722972,Jaida Ross,Oregon,19.57m
2024,SP,W,2,7002471,Gabby Morris,Colorado St.,18.66m
2024,SP,W,3,7977784,Axelina Johansson,Nebraska,18.24m
2024,SP,W,4,8673346,Jayden Ulrich,Louisville,17.89m
2024,SP,W,5,7727870,Mya Lesnar,Colorado St.,17.67m
2024,SP,W,6,8398788,Alida Van Daalen,Florida,17.52m
2024,SP,W,7,8713328,Sarah Omoregie,Vanderbilt,17.35m
2024,SP,W,8,8647437,Nina Ndubuisi,Texas,17.15m
2024,DT,W,1,7004006,Veronica Fraley,Vanderbilt,67.48m
2024,DT,W,2,8673346,Jayden Ulrich,Louisville,81.33m
2024,DT,W,3,8398788,Alida Van Daalen,Florida,70.56m
2024,DT,W,4,7725119,Shelby Frank,Minnesota,57.35m
2024,DT,W,5,7723779,Corinne Jemison,Michigan,70.28m
2024,DT,W,6,7501493,Michaela  Hawkins,Colorado St.,74.78m
2024,DT,W,7,8684055,Milina Wepiwe,Harvard,59.23m
2024,DT,W,8,8710581,Abigail Martin,Texas A&M,43.36m
2024,HT,W,1,8339459,Elisabet Rut Runarsdottir,Texas State,70.47m
2024,HT,W,2,7542360,Tara Simpson-Sullivan,Rice,69.94m
2024,HT,W,3,7511444,Jalani Davis,Ole Miss,69.86m
2024,HT,W,4,8354292,Shelby Moran,Oregon,69.43m
2024,HT,W,5,8008554,Gudrun Hallgrimsdottir,VCU,69.12m
2024,HT,W,6,8376104,Mayyi Mahama,UCLA,68.69m
2024,HT,W,7,7725119,Shelby Frank,Minnesota,68.40m
2024,HT,W,8,6985107,Amber Simpson,Illinois,67.73m
2024,JT,W,1,7729053,Rhema Otabor,Nebraska,64.19m
2024,JT,W,2,7986520,Lianna Davidson,Texas A&M,60.70m
2024,JT,W,3,8473803,McKyla Van Der Westhuizen,Rice,57.51m
2024,JT,W,4,8705608,Irene Jepkemboi,TCU,56.51m
2024,JT,W,5,7777611,Eniko Sara,Nebraska,55.66m
2024,JT,W,6,7487690,Skylar Ciccolini,Missouri,55.06m
2024,JT,W,7,8716146,Trinity Spooner,LSU,54.81m
2024,JT,W,8,8353877,Deisiane Teixeira,Miami (Fla.),54.54m
2023,100,M,1,7036992,Courtney Lindsey,Texas Tech,9.89
2023,100,M,2,7989909,Godson Oghenebrume,LSU,9.90
2023,100,M,3,7721646,Shaun Maswanganyi,Houston,9.91
2023,100,M,4,7729846,Da'Marcus Fleming,LSU,9.97
2023,100,M,5,7731969,PJ Austin,Florida,9.97
2023,100,M,6,7980286,Udodi Onwuzurike,Stanford,9.98
2023,100,M,7,7722962,Micah Williams,Oregon,9.99
2023,100,M,8,8363992,Favour Ashe,Auburn,10.02
2023,200,M,1,7980286,Udodi Onwuzurike,Stanford,16.87
2023,200,M,2,7036992,Courtney Lindsey,Texas Tech,20.66
2023,200,M,3,7727055,Terrence Jones,Texas Tech,22.85
2023,200,M,4,8363938,Robert Gregory,Florida,20.89
2023,200,M,5,8016458,Tarsis Orogot,Alabama,20.03
2023,200,M,6,7721646,Shaun Maswanganyi,Houston,25.29
2023,200,M,7,7734619,David Dunlap,Northern Arizona,20.77
2023,200,M,8,7531874,Cameron Miller,Louisville,16.24
2023,400,M,1,8365076,Emmanuel Bamidele,Florida,35.40
2023,400,M,2,7731978,Ryan Willie,Florida,33.63
2023,400,M,3,7487901,Emmanuel Bynum,Tennessee,39.16
2023,400,M,4,7930058,Justin  Robinson,Arizona State,46.74
2023,400,M,5,7727878,Dubem Nwachukwu,Arizona State,50.31
2023,400,M,6,7986433,Reheem Hayles,N. Carolina A&T,35.73
2023,400,M,7,8363942,JeVaughn Powell,Florida,44.87
2023,400,M,8,8040987,Gamali Felix,Arizona State,37.18
2023,800,M,1,8233518,Will Sumner,Georgia,1:41.14
2023,800,M,2,7725762,Yusuf Bizimana,Texas,1:21.42
2023,800,M,3,8322772,Handal Roban,Penn State,2:03.97
2023,800,M,4,7724879,Abdullahi Hassan,Wisconsin,1:49.49
2023,800,M,5,7700481,Conor  Murphy,Virginia,1:54.95
2023,800,M,6,8237621,Mehdi Yanouri,Oklahoma State,2:17.39
2023,800,M,7,7751674,Aidan McCarthy,Cal Poly,1:33.97
2023,800,M,8,8009334,Tiarnan Crorken,Ole Miss,1:15.84
2023,1500,M,1,7910774,Nathan Green,Washington,3:42.78
2023,1500,M,2,7480799,Joe Waskom,Washington,3:42.93
2023,1500,M,3,7899902,Adam Spencer,Wisconsin,3:42.98
2023,1500,M,4,8074967,Anass  Essayi,South Carolina,3:43.31
2023,1500,M,5,7363947,Isaac  Basten,Drake,3:43.33
2023,1500,M,6,6922271,Jesse Hunt,North Carolina,3:43.40
2023,1500,M,7,7371800,Ezekiel  Rop,Iowa State,3:43.59
2023,1500,M,8,7364612,Evan Dorenkamp,Penn State,3:44.20
2023,5000,M,1,7697359,Ky Robinson,Stanford,16:36.83
2023,5000,M,2,7919013,Graham Blanks,Harvard,18:03.56
2023,5000,M,3,7397924,Jackson  Sharp,Wisconsin,13:24.44
2023,5000,M,4,7686035,Luke Tewalt,Wake Forest,10:26.92
2023,5000,M,5,7908131,Parker Wolfe,North Carolina,15:15.30
2023,5000,M,6,7416005,Charles Hicks,Stanford,16:16.39
2023,5000,M,7,7688021,Carter Solomon,Notre Dame,12:36.12
2023,5000,M,8,7711751,Nico Young,Northern Arizona,15:26.69
2023,10k,M,1,7697359,Ky Robinson,Stanford,33:32.25
2023,10k,M,2,7416005,Charles Hicks,Stanford,33:50.64
2023,10k,M,3,6476140,Casey Clinger,BYU,33:18.49
2023,10k,M,4,6880448,James Mwaura,Gonzaga,34:27.46
2023,10k,M,5,6516194,Isai Rodriguez,Oklahoma State,29:06.35
2023,10k,M,6,7919013,Graham Blanks,Harvard,33:21.17
2023,10k,M,7,6429872,Barry Keane,Butler,33:22.71
2023,10k,M,8,7904836,Patrick Kiprop,Arkansas,25:02.64
2023,110H,M,1,7537813,Phillip Lemonious,Arkansas,12.98
2023,110H,M,2,7070432,De' Vion Wilson,Houston,11.14
2023,110H,M,3,7981048,Jaheem Hayles,Syracuse,16.47
2023,110H,M,4,6972494,Omotade Ojora,USC,14.22
2023,110H,M,5,7718288,Giano Roberts,Clemson,11.85
2023,110H,M,6,7538550,Darius Luff,Nebraska,10.04
2023,110H,M,7,7496245,Connor Schulman,Texas A&M,9.43
2023,110H,M,8,7728735,Rasheem Brown,Tennessee,11.75
2023,400H,M,1,7535860,Chris Robinson,Alabama,48.12
2023,400H,M,2,7746444,Corde Long,Alabama,48.53
2023,400H,M,3,8017719,Nathaniel Ezekiel,Baylor,48.54
2023,400H,M,4,7526270,Caleb Dean,Texas Tech,48.56
2023,400H,M,5,7487906,Rasheeme Griffith,Tennessee,49.17
2023,400H,M,6,7495802,Caleb Cavanaugh,Georgia,49.20
2023,400H,M,7,7039313,Cass Elliott,Washington,49.21
2023,400H,M,8,7044237,James Smith II,Texas A&M,49.21
2023,3000S,M,1,6882592,Kenneth Rooks,BYU,8:26.17
2023,3000S,M,2,6876443,Duncan Hamilton,Montana State,8:32.18
2023,3000S,M,3,8005749,Victor Kibiego,UTEP,8:32.49
2023,3000S,M,4,7979835,Nathan Mountain,Virginia,8:35.99
2023,3000S,M,5,6429582,Matthew Wilkinson,Minnesota,8:36.12
2023,3000S,M,6,8245050,Abdelhakim Abouzouhir,Eastern Kentucky,8:36.19
2023,3000S,M,7,6990067,Victor Shitsama,Oklahoma State,8:36.79
2023,3000S,M,8,6876347,Derek  Johnson,Virginia,8:37.29
2023,4x100,M,1,,,LSU,38.05
2023,4x100,M,2,,,Florida,38.26
2023,4x100,M,3,,,Florida State,38.29
2023,4x100,M,4,,,Arizona State,38.54
2023,4x100,M,5,,,Alabama State,38.79
2023,4x100,M,6,,,Louisville,38.81
2023,4x400,M,1,,,Florida,3:13.74
2023,4x400,M,2,,,Arizona State,2:52.45
2023,4x400,M,3,,,UCLA,2:32.85
2023,4x400,M,4,,,Alabama,3:36.98
2023,4x400,M,5,,,Texas A&M,2:06.63
2023,4x400,M,6,,,Baylor,2:08.96
2023,4x400,M,7,,,Georgia,2:57.73
2023,4x400,M,8,,,Arkansas,3:36.72
2023,HJ,M,1,7535392,Romaine Beckford,South Florida,2.27m
2023,HJ,M,2,6569708,Vernon Turner,Oklahoma,2.27m
2023,HJ,M,3,6992911,Roberto Vilches,Missouri,2.24m
2023,HJ,M,4,7534612,Trey Allen,Louisville,2.16m
2023,HJ,M,4,8369917,Tony Jones,Miss State,2.16m
2023,HJ,M,4,7977923,Tyus Wilson,Nebraska,2.16m
2023,HJ,M,4,7530597,"Shaun Miller, Jr.",Ohio State,2.16m
2023,HJ,M,4,7476114,Slavko Stevic,SE Louisiana,2.16m
2023,PV,M,1,7719642,Kyle Rademeyer,South Alabama,5.70m
2023,PV,M,2,7728252,Hunter Garretson,Akron,5.70m
2023,PV,M,5,7983334,Clayton Simms,Kansas,5.60m
2023,LJ,M,1,7487907,Carey McLeod,Arkansas,9.25m
2023,LJ,M,2,7697085,Wayne Pinnock,Arkansas,7.82m
2023,LJ,M,3,8328829,Jordan Turner,Kentucky,8.86m
2023,LJ,M,4,7731971,Malcolm Clemons,Florida,6.13m
2023,LJ,M,5,7023317,Cameron Crump,Miss State,9.65m
2023,LJ,M,6,7730053,Nikaoli Williams,Oklahoma,10.19m
2023,LJ,M,7,7524768,Jeremiah Davis,Florida State,10.17m
2023,LJ,M,8,8478306,Brandon Hicklin,LSU,8.33m
2023,TJ,M,1,8339138,Jaydon Hibbert,Arkansas,13.87m
2023,TJ,M,2,7534785,Russell Robinson,Miami (Fla.),16.43m
2023,TJ,M,3,7524768,Jeremiah Davis,Florida State,18.34m
2023,TJ,M,4,8363937,Sean Dixon-Bodie,Florida,11.96m
2023,TJ,M,5,7791695,Salif Mane,Fairleigh Dickinson,16.62m
2023,TJ,M,6,6988192,Owayne Owens,Virginia,12.27m
2023,TJ,M,7,7003472,Malik Cunningham,Villanova,11.48m
2023,TJ,M,8,8337002,Astley Davis,Southern Utah,13.42m
2023,SP,M,1,6583856,Jordan Geist,Arizona,21.06m
2023,SP,M,2,6901432,Turner Washington,Arizona State,21.04m
2023,SP,M,3,8319513,Fred Moudani Likibi,Cincinnati,20.54m
2023,SP,M,4,7977918,Maxwell Otterdahl,Nebraska,20.52m
2023,SP,M,5,7989907,John Meyer,LSU,20.44m
2023,SP,M,6,8003661,Hayden Tobias,Ohio State,20.26m
2023,SP,M,7,6533143,Jordan West,Arkansas,20.02m
2023,SP,M,8,7729241,Jeff Duensing,California,19.98m
2023,DT,M,1,6901432,Turner Washington,Arizona State,73.50m
2023,DT,M,2,7003965,Roje Stona,Arkansas,78.00m
2023,DT,M,3,8019706,Mykolas Alekna,California,71.47m
2023,DT,M,4,8359928,Claudio Romero,LSU,75.83m
2023,DT,M,5,8012869,Kevin Nedrick,Liberty,59.45m
2023,DT,M,6,7039996,Milton Ingraham,Florida State,77.41m
2023,DT,M,7,7722603,Dallin Shurts,BYU,68.01m
2023,DT,M,8,6586906,Elijah Mason,Washington,62.32m
2023,HT,M,1,7981311,Kenneth Ikeji,Harvard,98.96m
2023,HT,M,2,7537882,Kostas Zaltos,Minnesota,94.65m
2023,HT,M,3,6583856,Jordan Geist,Arizona,80.53m
2023,HT,M,4,8014116,Decio Andrade,Miami (Fla.),59.72m
2023,HT,M,5,7886978,Nikolaos Polychroniou,USC,53.76m
2023,HT,M,6,7980790,Jake Kubiatowicz,Minnesota,55.75m
2023,HT,M,7,7188295,Tyler Merkley,Penn State,91.22m
2023,HT,M,8,8341371,Tarik Robinson-O'Hagan,Ole Miss,54.96m
2023,JT,M,1,6985940,Tzuriel Pedigo,LSU,58.25m
2023,JT,M,2,6988187,Ethan Dabbs,Virginia,81.65m
2023,JT,M,3,7974488,Chinecherem Prosper  Nnamdi,Baylor,94.82m
2023,JT,M,4,8235191,Marc Minichello,Georgia,88.09m
2023,JT,M,5,7729615,Sam Hankins,Texas A&M,61.71m
2023,JT,M,6,7744832,Braden Presser,Navy,75.24m
2023,JT,M,7,7208883,John Keenan,Notre Dame,60.01m
2023,JT,M,8,7184209,Cameron Bates,BYU,54.54m
2023,100,W,1,7087489,Julien Alfred,Texas,7.72
2023,100,W,2,6985354,Kennedy Blackmon,Oklahoma,10.77
2023,100,W,3,7534774,Jacious Sears,Tennessee,13.90
2023,100,W,4,8235201,Kaila Jackson,Georgia,12.06
2023,100,W,5,7690425,Kevona Davis,Texas,10.33
2023,100,W,6,7548443,Rosemary Chukwuma,Texas Tech,8.61
2023,100,W,7,8316972,Ezinne Abba,Texas,8.20
2023,100,W,8,8368619,Dajaz Defrand,Florida State,10.75
2023,200,W,1,7087489,Julien Alfred,Texas,18.04
2023,200,W,2,6985778,McKenzie Long,Ole Miss,15.54
2023,200,W,3,7690425,Kevona Davis,Texas,19.38
2023,200,W,4,7534774,Jacious Sears,Tennessee,24.91
2023,200,W,5,8316977,Lanae Thomas,Texas,21.92
2023,200,W,6,7002873,Caisja Chandler,USC,22.60
2023,200,W,7,7732042,Talitha  Diggs,Florida,19.54
2023,200,W,8,6550717,Karimah Davis,Kentucky,19.79
2023,400,W,1,7690419,Rhasidat Adeleke,Texas,56.09
2023,400,W,2,7488009,Britton Wilson,Arkansas,35.25
2023,400,W,3,7732209,Nickisha Pryce,Arkansas,43.70
2023,400,W,4,7478918,Rosey Effiong,Arkansas,54.84
2023,400,W,5,7732042,Talitha  Diggs,Florida,1:05.19
2023,400,W,6,7723778,Ziyah Holman,Michigan,35.73
2023,400,W,7,7724966,Jermaisha Arnold,Texas A&M,42.38
2023,400,W,8,7002165,Tierra Robinson-Jones,Texas A&M,53.17
2023,800,W,1,7930954,Michaela Rose,LSU,2:02.23
2023,800,W,2,7481168,Gabija Galvydyte,Oklahoma State,1:41.20
2023,800,W,3,6547986,Claire Seymour,BYU,2:18.64
2023,800,W,4,8239785,Roisin Willis,Stanford,1:48.82
2023,800,W,5,6920343,Dorcus Ewoi,Campbell,1:29.16
2023,800,W,6,7008908,Valery Tobias,Texas,1:59.95
2023,800,W,7,6909381,Aurora Rynda,Michigan,2:15.47
2023,800,W,8,7722268,Meghan Hunter,BYU,1:46.69
2023,1500,W,1,7919037,Maia Ramsden,Harvard,4:08.60
2023,1500,W,2,7929852,Izzy Thornton-Bott,Oregon,4:09.21
2023,1500,W,3,7897037,Margot Appleton,Virginia,4:09.30
2023,1500,W,4,8261269,Klaudia Kazimierska,Oregon,4:09.84
2023,1500,W,5,8285251,Billah Jepkirui,Oklahoma State,4:10.17
2023,1500,W,6,7687816,Shannon Flockhart,Providence,4:10.78
2023,1500,W,7,7704053,Katelyn Tuohy,NC State,4:11.40
2023,1500,W,8,7544494,Olivia Howell,Illinois,4:11.54
2023,5000,W,1,7699859,Parker Valby,Florida,12:24.46
2023,5000,W,2,7934445,Everlyn Kemboi,Utah Valley,18:09.91
2023,5000,W,3,7905593,Emily Venters,Utah,12:24.50
2023,5000,W,4,8397826,Amaris Tyynismaa,NC State,11:58.07
2023,5000,W,5,8257176,Amina Maatoug,Duke,15:38.74
2023,5000,W,6,6445545,Cailie Logue,Iowa State,12:01.89
2023,5000,W,7,7905591,Simone Plourde,Utah,19:28.63
2023,5000,W,8,7893942,Chloe Scrimgeour,Georgetown,19:59.99
2023,10k,W,1,7934445,Everlyn Kemboi,Utah Valley,39:10.90
2023,10k,W,2,7905593,Emily Venters,Utah,36:04.47
2023,10k,W,3,7376675,Mercy Chelangat,Alabama,34:08.41
2023,10k,W,4,7389434,Amelia Mazza-Downie,New Mexico,42:23.76
2023,10k,W,5,8247130,Hilda Olemomoi,Alabama,42:12.88
2023,10k,W,6,6445545,Cailie Logue,Iowa State,31:27.52
2023,10k,W,7,7367311,Amanda Vestri,Syracuse,28:12.94
2023,10k,W,8,7366522,Kelsey Chmiel,NC State,35:33.68
2023,100H,W,1,7718451,Ackera Nugent,Arkansas,12.38
2023,100H,W,2,6995394,Masai Russell,Kentucky,13.93
2023,100H,W,3,7511453,Alia Armstrong,LSU,14.99
2023,100H,W,4,7511395,Talie Bonds,Arizona,11.95
2023,100H,W,5,7533304,Grace Stark,Florida,14.50
2023,100H,W,6,8002777,Alexis Glasco,Coastal Carolina,11.85
2023,100H,W,7,8011545,Aasia Laurencin,Michigan,11.67
2023,100H,W,8,6988926,Paula  Salmon,N. Carolina A&T,12.92
2023,400H,W,1,8011524,Savannah Sutherland,Michigan,1:02.08
2023,400H,W,2,6995394,Masai Russell,Kentucky,57.94
2023,400H,W,3,7520143,Chastity Pickett,Campbell,43.34
2023,400H,W,4,8366921,Brooke Overholt,Vanderbilt,1:01.61
2023,400H,W,5,8359933,Shani'a Bellamy,LSU,1:02.25
2023,400H,W,6,8316107,Lashanna Graham,Clemson,1:01.15
2023,400H,W,7,7488009,Britton Wilson,Arkansas,58.16
2023,400H,W,8,7494773,Abbey Glynn,Colorado,1:07.78
2023,3000S,W,1,7404684,Olivia Markezich,Notre Dame,7:09.43
2023,3000S,W,2,7686712,Greta Karinauskaite,CBU,7:42.39
2023,3000S,W,3,7365150,Ceili McCabe,West Virginia,12:12.47
2023,3000S,W,4,7712194,Lexy Halladay-Lowry,BYU,7:33.85
2023,3000S,W,5,7389432,Elise Thorner,New Mexico,6:48.07
2023,3000S,W,6,6870153,Grace Fetherstonhaugh,Oregon State,7:04.43
2023,3000S,W,7,7612157,Kaylee Mitchell,Oregon State,8:27.11
2023,3000S,W,8,6545344,Pauline Meyer,Arkansas State,10:32.11
2023,4x100,W,1,,,Texas,34.53
2023,4x100,W,2,,,Kentucky,44.59
2023,4x100,W,3,,,LSU,43.37
2023,4x100,W,4,,,Arkansas,36.41
2023,4x100,W,5,,,Ohio State,34.28
2023,4x100,W,6,,,Georgia,47.59
2023,4x100,W,7,,,Oregon,39.62
2023,4x100,W,8,,,Baylor,32.34
2023,4x400,W,1,,,Arkansas,2:26.92
2023,4x400,W,2,,,Texas A&M,4:11.47
2023,4x400,W,3,,,Ohio State,3:16.39
2023,4x400,W,4,,,USC,4:13.06
2023,4x400,W,5,,,Baylor,2:48.04
2023,4x400,W,6,,,Kentucky,3:48.22
2023,4x400,W,7,,,Oregon,3:34.01
